themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
advancedPawn crushing endgame long master promotion,a3a2 b3c5 d6c5 f4b8 a2a1q g7g8q,1r6/p2kp1P1/3p4/2pP4/2P2B2/1N6/p4PK1/8 w - -,1429,75,1,453,509,419729,1,43,1000,0,0,-160,2,25,0,19,981,-225.0,3.0,32.0,0.0,0.0,1000.0,1000,0,0,10,10,0,20,4,1,1,0,0,1,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,1,1,1,1,3,1,27,626,15568,16221,3,3,0.037037037037037,0.0015974440894568,6.423432682425488e-05,4,1.3333333333333333,1,0,1,1,1,1,1,1
advantage fork hangingPiece middlegame short,d8d5 c6e7 g8h8 e7d5,r4rk1/1Q2bppp/p1N1p3/1p1q4/2pP1n2/2P5/PP3PPP/R4RK1 w - -,1135,76,1,540,533,222705,1,32,1000,0,0,-428,2,19,0,0,1000,-544.0,3.0,15.0,0.0,0.0,1000.0,1000,0,0,29,32,-3,61,7,1,0,2,1,1,7,1,1,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,2,1,35,1542,50684,52261,3,3,0.0285714285714285,0.0006485084306095,1.9730092336832136e-05,5,1.6666666666666667,0,1,1,1,1,1,1,1
advantage long middlegame,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2r3k1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R w K -,2434,98,1,247,258,680504,1,45,1000,0,0,-422,2,22,0,0,1000,-424.0,3.0,20.0,0.0,0.0,1000.0,1000,0,0,29,33,-4,62,4,1,1,2,1,1,5,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,3,1,38,1811,62889,64738,3,3,0.0263157894736842,0.0005521811154058,1.5901031976975307e-05,4,1.3333333333333333,1,1,1,1,1,1,1,1
advantage master middlegame short trappedPiece,a8d8 d2b1 a3a4 d1a4,3r1rk1/pp2bppp/2ppnn2/8/N1P1P3/q1P4P/P2N2PB/R2Q1R1K w - -,1469,77,1,386,356,481041,1,38,1000,0,0,33,2,21,37,961,2,-36.0,3.0,23.0,1.0,957.0,42.0,1000,0,0,34,35,-1,69,6,2,1,2,1,1,7,2,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,3,5,1,1,2,2,1,35,1261,46295,47591,3,5,0.0285714285714285,0.0015860428231562,4.320120963386975e-05,10,2.0,0,1,1,1,1,1,1,1
advantage fork middlegame short,d7b5 d5e7 g8f8 e7c8,1rr3k1/4ppbp/3p1np1/1b1N4/P2BP3/5P2/P2R2PP/R5K1 w - -,929,76,1,496,498,40309,1,22,1000,0,0,47,2,26,32,968,0,31.0,3.0,23.0,11.0,989.0,0.0,1000,0,0,22,24,-2,46,6,1,1,2,0,1,5,1,2,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2.0,1.5,1.75,1,0,1,2,2,5,1,1,2,3,1,39,1389,52142,53570,2,6,0.0256410256410256,0.0014398848092152,5.7535192359326456e-05,9,1.5,0,1,1,1,1,1,1,1
advantage kingsideAttack middlegame short,b7d5 d4d5 h6g7 f6g7,r4rk1/3p1p1p/p2NpQpq/1p1b4/3R4/P7/1P3PPP/3R2K1 w - -,1938,130,1,379,387,201273,1,35,1000,0,0,-61,2,19,0,913,87,-162.0,3.0,20.0,0.0,23.0,977.0,1000,0,0,27,29,-2,56,5,1,0,2,1,1,7,0,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,70,4.0,17.5,10.75,1,0,1,1,4,114,1,3,4,4,1,49,1404,64079,65532,2,75,0.0204081632653061,0.0028490028490028,0.0010924015668159,119,1.586666666666667,0,1,1,1,1,1,1,1
backRankMate endgame mate mateIn1 oneMove,d1d2 e8e1,4r3/3R1pkp/6p1/1P6/1b6/5B2/1P1R1PPP/6K1 b - -,717,100,-1,-1500,-1500,170230,1,2,1000,0,0,-341,2,24,0,0,1000,-601.0,3.0,23.0,0.0,0.0,1000.0,1000,0,0,18,11,7,29,5,0,1,2,0,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,981,26014,27025,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage endgame short,d3c5 c3b4 e7a7 b4c5,2r3k1/4R1pp/p1p2p2/2N5/2P5/1Pb4P/P4PP1/6K1 b - -,1267,79,-1,228,231,451488,1,37,1000,0,0,-179,2,23,0,6,994,-237.0,3.0,24.0,0.0,0.0,1000.0,1000,0,0,14,13,1,27,6,1,0,1,0,1,5,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,4,1,1,1,1,2,1,22,674,14042,14738,3,3,0.0454545454545454,0.0014836795252225,7.121492664862555e-05,6,2.0,0,1,1,1,1,1,1,1
advantage master middlegame short,f1c1 f8c5 e3c5 d7c5,1r1r1bk1/3n1p1p/1qp3p1/2N1p3/PpQ1P3/4BP2/4N1PP/1RR3K1 b - -,2232,78,-1,328,380,170849,1,28,1000,0,0,-131,2,25,0,162,838,-262.0,3.0,29.0,0.0,0.0,1000.0,1000,0,0,33,31,2,64,5,2,1,2,1,1,6,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,3,3,4,1,2,1,3,1,25,1126,31299,32450,3,5,0.04,0.0017761989342806,6.389980510559442e-05,10,2.0,1,1,1,1,1,1,1,1
crushing middlegame short,c8e6 d5c7 e8f7 c7e6,1r2qrk1/6bp/2npb3/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 w - -,1695,116,1,414,434,168025,1,20,1000,0,0,87,2,20,338,662,0,87.0,3.0,24.0,332.0,668.0,0.0,1000,0,0,33,33,0,66,5,1,2,2,1,1,5,1,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,7.0,2.142857142857143,4.571428571428571,1,0,4,2,14,32,1,3,4,5,1,38,1360,54164,55562,5,23,0.0263157894736842,0.0051470588235294,0.0002769367107303,48,2.0869565217391304,1,1,1,1,1,1,1,1
advancedPawn crushing endgame quietMove rookEndgame veryLong,d5f5 f4f5 f6f5 a5a4 f5e4 a4a3 e4d3 a3a2,8/3k4/3P1K2/p4R2/5r2/5P2/8/8 b - -,1576,76,-1,549,549,69424,1,33,1000,0,0,-29,2,21,0,991,9,-94.0,3.0,16.0,0.0,598.0,402.0,1000,0,0,7,6,1,13,2,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,3,1,1,1,2,1,15,150,2382,2547,3,3,0.0666666666666666,0.0066666666666666,0.0004198152812762,5,1.6666666666666667,0,1,1,1,1,1,1,1
backRankMate endgame mate mateIn2 short xRayAttack,d6d5 a5d8 d5d8 d1d8,3r2k1/1q3ppp/p3p3/Qp1r4/7P/P4P2/1PP3P1/1K1R3R w - -,1373,85,1,1500,1500,76409,1,4,1000,0,0,-20,2,25,1,993,6,-25.0,3.0,21.0,0.0,991.0,9.0,1000,0,0,25,25,0,50,6,0,0,2,1,1,6,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,3,3,0,1,1,0,2,0,35,1252,42933,44220,2,2,0.0285714285714285,0.0007987220447284,0.0,6,3.0,1,1,1,1,1,1,1,1
endgame master mate mateIn1 oneMove,d2e4 g6g2,8/6kp/4b1q1/1p6/1PpPN2Q/2P1P3/r5P1/5RK1 b - -,1126,76,-1,-1500,-1500,90224,1,2,1000,0,0,-176,2,27,0,7,993,-366.0,3.0,28.0,0.0,0.0,1000.0,1000,0,0,22,20,2,42,5,1,0,1,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,1283,40298,41617,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
mate mateIn1 oneMove opening smotheredMate,e6e5 b5d6,r1bqkb1r/pp1pnppp/2n5/1N2p3/5B2/8/PPP1PPPP/R2QKBNR w KQkq -,1032,106,1,1500,1500,32520,1,2,1000,0,0,32,2,23,60,935,5,-72.0,3.0,24.0,1.0,756.0,243.0,1000,0,0,38,38,0,76,7,2,2,2,1,1,7,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,933,35314,36286,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame fork short,e4e5 f6d7 b8c7 d7e5,1k6/pp6/4nNp1/P3r2p/3p4/7P/3R1PPK/8 w - -,689,101,1,509,537,545318,1,39,1000,0,0,-100,2,24,0,508,492,-174.0,3.0,21.0,0.0,8.0,992.0,1000,0,0,12,13,-1,25,4,1,0,1,0,1,5,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,2,1,24,591,13645,14260,3,3,0.0416666666666666,0.0016920473773265,7.328691828508612e-05,5,1.6666666666666667,1,1,1,1,1,1,1,1
crushing endgame fork short,d4d5 d7e7 e8e7 g6e7,4Q3/ppkr1pp1/2p3n1/2PP3p/1P6/4K3/P5P1/8 b - -,1450,217,-1,493,488,187900,1,32,1000,0,0,-142,2,21,0,64,936,-452.0,3.0,26.0,0.0,0.0,1000.0,1000,0,0,14,14,0,28,5,0,0,0,1,1,6,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,2,1,1,1,3,1,18,456,6816,7290,3,3,0.0555555555555555,0.0021929824561403,0.0001467136150234,4,1.3333333333333333,0,1,1,1,1,1,1,1
crushing endgame rookEndgame short,f4f6 a3a6 e6e5 a6f6,8/5p2/p3kr2/8/8/R1P5/4P3/4K3 w - -,790,80,1,509,527,420585,1,45,1000,0,0,10,2,19,3,996,1,7.0,3.0,17.0,2.0,997.0,1.0,1000,0,0,7,7,0,14,2,0,0,1,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3.0,1.3333333333333333,2.1666666666666665,1,0,2,3,3,17,1,1,2,3,1,11,138,1871,2020,3,8,0.0909090909090909,0.0217391304347826,0.0021378941742383,23,2.875,0,1,1,1,1,1,1,1
advantage capturingDefender middlegame short,f6e4 e5c6 b7c6 d3e4,1r2kr2/pp3p1p/2b1p3/4N3/2P1n3/1N1B4/P3KP1P/6R1 w - -,1235,77,1,163,139,194771,1,29,925,75,0,-254,2,21,0,0,1000,-255.0,3.0,31.0,0.0,0.0,1000.0,961,39,0,18,21,-3,39,4,2,1,1,0,1,5,1,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,1107,39801,40949,0,0,0.0,0.0,0.0,0,0.0,0,1,1,1,1,1,1,1
advantage kingsideAttack long middlegame,c1e3 c6h1 g1f2 d7d1 b3d2 d1d2,7k/pb1r2p1/1pq2n1p/2p1RP2/2P5/1NP1Q1BP/P7/5BK1 b - -,2222,94,-1,453,478,560179,1,46,1000,0,0,478,2,38,1000,0,0,-21.0,3.0,23.0,1.0,992.0,7.0,1000,0,0,28,25,3,53,5,1,2,1,1,1,5,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,5,1,6,1,1,1,3,1,39,1412,52342,53793,3,3,0.0256410256410256,0.0007082152974504,1.9105116350158574e-05,12,4.0,1,1,1,0,1,1,1,1
attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,h6d2 h8h2 h1h2 a8h8 d2h6 h8h6,r6r/pp2kb2/3p1p2/1N1Pp3/3bP3/P2B2P1/1P1Q2PP/7K b - -,1382,75,-1,-1500,-1500,164304,1,6,1000,0,0,-184,2,31,0,4,996,-189.0,3.0,29.0,0.0,3.0,997.0,1000,0,0,22,21,1,43,7,1,1,0,1,1,5,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,6,1,7,1,1,1,2,0,39,1103,39144,40286,3,3,0.0256410256410256,0.0009066183136899,2.5546699366441857e-05,14,4.666666666666667,0,1,1,1,1,1,1,1
endgame mate mateIn2 rookEndgame short,g6h5 g3g4 h5h4 b6h6,8/5p2/1R6/6pk/8/3r2PP/5K2/8 w - -,831,77,1,1500,1500,83502,1,4,1000,0,0,9,2,20,2,997,1,3.0,3.0,18.0,2.0,997.0,1.0,1000,0,0,7,7,0,14,2,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,1,0,1,1,0,2,0,21,319,5682,6022,2,2,0.0476190476190476,0.0031347962382445,0.0,2,1.0,0,1,1,1,1,1,1,1
advantage discoveredAttack discoveredCheck opening short,d5c4 e5c6 c8e6 c6d8,rnbqk2r/pp3ppp/5n2/4N3/2p5/2P5/P1PPQPPP/R1B1K2R w KQkq -,1284,75,1,395,422,358863,1,37,1000,0,0,0,2,11,6,988,6,-140.0,3.0,23.0,0.0,112.0,888.0,1000,0,0,32,34,-2,66,7,1,1,2,1,1,6,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,2,1,35,1030,36291,37356,3,3,0.0285714285714285,0.0009708737864077,2.7555041194786585e-05,5,1.6666666666666667,1,1,1,1,1,1,1,1
crushing kingsideAttack opening short,d1e2 h5f3 g2f3 d8d4,r2qkbnr/pp4pp/2p2p2/4n2b/2B1P3/2N2N2/PPP1Q1PP/R1B2RK1 b kq -,2037,80,-1,341,346,320788,1,34,1000,0,0,39,2,30,69,928,3,10.0,3.0,20.0,21.0,970.0,9.0,1000,0,0,37,37,0,74,6,2,2,2,1,1,6,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,28,4.0,7.0,5.5,1,0,1,2,6,53,1,3,5,5,1,44,1765,73281,75090,2,33,0.0227272727272727,0.0022662889518413,0.000382090855747,61,1.8484848484848484,0,1,1,1,1,1,1,1
endgame mate mateIn1 oneMove rookEndgame,h5h6 b4h4,8/5k2/1P4RK/6P1/1r6/8/8/8 b - -,745,119,-1,-1500,-1500,75092,1,2,1000,0,0,-458,2,24,0,0,1000,-470.0,3.0,26.0,0.0,0.0,1000.0,1000,0,0,7,5,2,12,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,126,1639,1780,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
mate mateIn1 middlegame oneMove,g1f3 g5c1,rnb2rk1/pp3p1p/3p2Pb/4p1q1/3pQ3/5N2/PPP1PPP1/RN2KB1R b KQ -,996,79,-1,-1500,-1500,282079,1,2,1000,0,0,-85,2,22,0,673,327,-241.0,3.0,33.0,0.0,1.0,999.0,1000,0,0,35,35,0,70,7,2,1,2,1,1,7,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,1384,49175,50596,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
deflection endgame mate mateIn2 short,g7h6 a3f8 h6h5 d7h7,8/2pR3p/pb4pk/8/5p1P/B6K/P1r5/6r1 w - -,1817,81,1,1500,1500,27326,1,4,1000,0,0,-723,2,21,0,0,1000,1500.0,3.0,7.0,0.0,0.0,1000.0,1000,0,0,10,18,-8,28,2,0,1,1,0,1,5,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,5,1,0,1,1,0,2,0,20,625,11172,11817,2,2,0.05,0.0016,0.0,6,3.0,1,1,1,1,1,1,1,1
kingsideAttack mate mateIn2 middlegame short,f1f4 d8d1 f4f1 d1f1,rn1q3k/pp4pp/1b2B3/4N3/5Q2/2p5/PP4PP/RN5K b - -,513,93,-1,-1500,-1500,183671,1,4,1000,0,0,-401,2,28,0,0,1000,-456.0,3.0,24.0,0.0,0.0,1000.0,1000,0,0,27,25,2,52,4,2,1,1,1,1,5,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,7,3,0,1,1,0,1,0,34,1629,51793,53456,2,2,0.0294117647058823,0.0006138735420503,0.0,10,5.0,1,1,1,1,1,1,1,1
crushing defensiveMove endgame master short,e3f2 e4e3 f2e3 g4g3,7R/8/8/6p1/2p1p1k1/2Pb3p/P4K2/8 b - -,1676,76,-1,390,482,142325,1,25,1000,0,0,78,2,26,192,808,0,54.0,3.0,26.0,44.0,956.0,0.0,1000,0,0,7,7,0,14,2,0,0,1,0,1,4,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,2.0,4.0,3.0,1,0,1,1,2,12,1,1,3,3,1,8,129,1231,1368,2,11,0.125,0.0155038759689922,0.0064987814784727,15,1.3636363636363635,0,0,1,1,1,1,1,1
crushing opening short,h7h8 d1d3 d8g5 f4g5,rnbq1r1k/pp1n2b1/3pB1p1/4P1N1/5P2/2p5/PPP3P1/R1BQK3 w Q -,2666,97,1,507,470,150144,1,27,1000,0,0,-79,2,26,0,754,246,-81.0,3.0,24.0,0.0,734.0,266.0,1000,0,0,29,36,-7,65,6,1,2,1,1,1,5,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,2,3,1,1,1,2,1,38,1056,40519,41613,3,3,0.0263157894736842,0.0009469696969696,2.467977985636368e-05,7,2.333333333333333,0,1,1,1,1,1,1,1
