themes,solution,epd,rating,rating_dev,to_move,cp_eval,move1cp,nodes,move1multiPV,move1sel_depth,move1w,move1d,move1l,move2cp,move2multiPV,move2sel_depth,move2w,move2d,move2l,move3cp,move3multiPV,move3sel_depth,move3w,move3d,move3l,orig_w,orig_d,orig_l,white_material,black_material,material_balance,total_material,white_P,white_N,white_B,white_R,white_Q,white_K,black_p,black_n,black_b,black_r,black_q,black_k,crushing,hangingPiece,long,middlegame,advantage,endgame,short,rookEndgame,fork,pawnEndgame,mate,mateIn2,operaMate,master,interference,kingsideAttack,veryLong,zugzwang,exposedKing,skewer,mateIn1,oneMove,opening,pin,quietMove,backRankMate,discoveredAttack,sacrifice,bishopEndgame,bodenMate,deflection,morphysMate,smotheredMate,advancedPawn,attraction,promotion,mateIn3,masterVsMaster,superGM,queensideAttack,knightEndgame,cornerMate,defensiveMove,queenEndgame,attackingF2F7,queenRookEndgame,clearance,intermezzo,equality,pillsburysMate,trappedPiece,hookMate,discoveredCheck,xRayAttack,capturingDefender,swallowstailMate,doubleBishopMate,doubleCheck,arabianMate,mateIn4,epauletteMate,enPassant,vukovicMate,dovetailMate,triangleMate,balestraMate,collinearMove,killBoxMate,anastasiaMate,blindSwineMate,castling,mateIn5,underPromotion,collinear,meaningful_L1,meaningful_L2,meaningful_L3,branching_L2,branching_L3,avg_branching,narrow_L1,narrow_L2,narrow_L3,distance_L1,distance_L2,distance_L3,pieces_L1,pieces_L2,pieces_L3,all_pieces_involved,winning_no_mate,possible_L1,possible_L2,possible_L3,all_possible_moves,all_narrow_solutions,tree_size,move_ratio_L1,move_ratio_L2,move_ratio_L3,sum_distance,avg_distance,solved1320,solved1500,solved1750,solved2000,solved2250,solved2500,solved2750,solved3000
endgame mate mateIn1 oneMove,e6d5 g6f7,3r4/1p4p1/2pB1bBp/p1Pk4/3rp3/P7/1PK2P2/4R3 w - -,1419,78,1,1500,1500,40755,1,2,1000,0,0,-331,2,21,0,0,1000,-343.0,3.0,26.0,0.0,0.0,1000.0,1000,0,0,15,19,-4,34,4,0,2,1,0,1,6,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,811,23297,24141,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
advantage long middlegame sacrifice,b7b6 a5d5 d4f3 g2f3 a8c8 f4d6,r2k2nr/p3qBb1/1p1p3p/Q5p1/3n1B2/2N2R2/PPP3P1/R5K1 w - -,1932,76,1,291,302,122151,1,29,1000,0,0,-184,2,23,0,12,988,-293.0,3.0,25.0,0.0,0.0,1000.0,1000,0,0,32,33,-1,65,4,1,2,2,1,1,5,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,1985,98302,100343,0,0,0.0,0.0,0.0,0,0.0,0,1,0,1,0,1,1,1
hangingPiece mate mateIn1 middlegame oneMove,e8f8 d5d8,3r1k1r/p1p2pp1/1p6/2pQ1b2/2Pn1P2/8/PP1P1KBq/R1B1R3 w - -,800,77,1,1500,1500,57740,1,2,1000,0,0,-484,2,23,0,0,1000,-600.0,3.0,22.0,0.0,0.0,1000.0,1000,0,0,30,31,-1,61,5,0,2,2,1,1,6,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,1361,40309,41703,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing middlegame veryLong,c3e1 f5f6 e1g3 h2g3 c4d3 d4f3 d3f3 g3f3 g6h4 h6h4,2r3k1/5p2/p3p1nQ/3pPP2/2qN4/6BP/7K/4b3 w - -,2402,76,1,507,546,110165,1,34,1000,0,0,0,2,23,1,997,2,-213.0,3.0,26.0,0.0,1.0,999.0,1000,0,0,18,24,-6,42,3,1,1,0,1,1,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,2,1,1,1,1,3,1,30,997,27050,28077,3,3,0.0333333333333333,0.0010030090270812,3.6968576709796674e-05,4,1.3333333333333333,0,0,1,1,1,1,1,1
crushing endgame long,b3c3 b4c3 d3c3 f5f4 c3d3 f4g3,8/8/3p4/4kp2/1pP3pP/2RK2P1/8/8 b - -,1691,156,-1,265,365,89721,1,17,1000,0,0,-495,2,21,0,0,1000,-543.0,3.0,17.0,0.0,0.0,1000.0,1000,0,0,8,4,4,12,3,0,0,1,0,1,4,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,2.0,2.5,2.25,1,0,1,1,2,5,1,2,2,2,1,6,57,449,512,2,8,0.1666666666666666,0.0350877192982456,0.0111358574610244,8,1.0,0,1,1,1,1,1,1,1
endgame mate mateIn2 short,h2e2 c7c8 d4d8 c8d8,6k1/ppR2pp1/4p1p1/4P1N1/3r2P1/1P4K1/P3r3/8 w - -,456,102,1,1500,1500,48935,1,4,1000,0,0,-202,2,23,0,1,999,-268.0,3.0,19.0,0.0,0.0,1000.0,1000,0,0,12,16,-4,28,4,1,0,1,0,1,6,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,4,0,1,1,0,1,0,23,700,14248,14971,2,2,0.0434782608695652,0.0014285714285714,0.0,5,2.5,1,1,1,1,1,1,1,1
crushing middlegame short,e1d1 f8f3 g2f3 d5f3,5r1k/6b1/3p3p/1P1q2pQ/r5P1/3p1N1P/3R2P1/3R3K b - -,1362,78,-1,331,409,201647,1,30,1000,0,0,89,2,23,335,665,0,61.0,3.0,28.0,81.0,919.0,0.0,1000,0,0,26,26,0,52,4,1,0,2,1,1,4,0,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1.0,8.0,4.5,1,1,0,5,2,19,1,1,2,2,1,48,1424,63398,64870,2,10,0.0208333333333333,0.0007022471910112,0.0001261869459604,26,2.6,0,1,1,1,1,1,1,1
endgame mate mateIn2 short,e8e5 b3b8 e5e8 b8e8,6k1/B7/2p2pK1/3nr2p/8/1Q3PP1/P6r/8 w - -,632,89,1,1500,1500,124492,1,4,1000,0,0,151,2,25,965,35,0,134.0,3.0,34.0,897.0,103.0,0.0,1000,0,0,15,16,-1,31,3,0,1,0,1,1,3,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,5,3,0,1,1,0,2,0,28,708,18666,19402,2,2,0.0357142857142857,0.001412429378531,0.0,8,4.0,1,1,1,1,1,1,1,1
advantage defensiveMove hangingPiece long middlegame,c8c1 d5e6 d8d1 e2d1 c1d1 h1h2,3r2k1/pp4bp/4qpp1/3Pp3/8/4Q2P/4B1P1/2rR3K w - -,1609,77,1,294,272,246768,1,55,1000,0,0,-163,2,19,0,17,983,-279.0,3.0,23.0,0.0,0.0,1000.0,1000,0,0,20,28,-8,48,3,0,1,1,1,1,6,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,32,4.0,8.0,6.0,1,0,3,1,14,85,1,1,5,5,1,38,1701,59534,61273,4,37,0.0263157894736842,0.0023515579071134,0.000537507978634,100,2.702702702702702,0,1,1,1,1,1,1,1
advantage middlegame short,a2a4 b5a4 d3a6 a4b3,2r1q1k1/8/b2b1r1p/Pp1pNpp1/P2Pn3/1RPQ3P/2B1NPP1/4R1K1 b - -,1401,86,-1,154,172,78951,1,27,972,28,0,-117,2,32,0,297,703,-252.0,3.0,20.0,0.0,1.0,999.0,989,11,0,35,33,2,68,7,2,1,2,1,1,5,1,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,1792,80622,82459,0,0,0.0,0.0,0.0,0,0.0,0,1,1,1,1,1,1,1
endgame mate mateIn2 short swallowstailMate,g8g7 a8h8 g7g6 h8h6,Q7/5qk1/p2p4/b1p1pr2/P7/6P1/4KP1R/8 w - -,1010,77,1,1500,1500,111897,1,4,1000,0,0,-263,2,30,0,0,1000,-271.0,3.0,34.0,0.0,0.0,1000.0,1000,0,0,17,21,-4,38,3,0,0,1,1,1,4,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,7,1,0,1,1,0,2,0,31,916,24902,25849,2,2,0.032258064516129,0.0010917030567685,0.0,8,4.0,1,1,1,1,1,1,1,1
mate mateIn2 middlegame sacrifice short,c5a4 b8b1 c1b1 a3c2,1r5r/5pk1/4p3/3p2PP/N1nP4/n1P5/P3B3/K1R4R b - -,1495,78,-1,-1500,-1500,32430,1,4,1000,0,0,12,2,21,3,996,1,-114.0,3.0,20.0,0.0,283.0,717.0,1000,0,0,21,19,2,40,5,1,1,2,0,1,3,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,7,1,0,1,1,0,1,0,37,874,28328,29239,2,2,0.027027027027027,0.0011441647597254,0.0,8,4.0,0,1,1,1,1,1,1,1
crushing endgame long rookEndgame,a3b3 e5e6 c3c2 d3c2 b3c3 c2d2,8/6pp/8/3kP3/1p1P2P1/1rpK3P/4R3/8 w - -,2218,90,1,328,380,150015,1,44,1000,0,0,-77,2,27,0,816,184,-96.0,3.0,26.0,0.0,565.0,435.0,1000,0,0,9,9,0,18,4,0,0,1,0,1,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,15,151,2067,2233,3,3,0.0666666666666666,0.0066225165562913,0.0004837929366231,3,1.0,1,1,1,1,1,1,1,1
crushing kingsideAttack middlegame short,h4h3 g2g7 g8h8 e4g5,5rk1/bpp3pp/p1npb3/4p3/1P2Nr2/P1PP3q/1B1QBPR1/2K3R1 w - -,1884,76,1,330,345,240429,1,38,1000,0,0,60,2,20,119,881,0,-33.0,3.0,17.0,1.0,964.0,35.0,1000,0,0,33,35,-2,68,5,1,2,2,1,1,7,1,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,5,1,2,1,1,1,3,1,34,1877,65161,67072,3,3,0.0294117647058823,0.0005327650506126,1.5346603029419438e-05,8,2.6666666666666665,0,0,0,1,1,0,1,1
mate mateIn1 middlegame oneMove,g8e7 d2e4,r6r/ppp1n1p1/3bBk1p/4nP2/3p4/8/PPPN1P1P/R1B1K2R w KQ -,754,79,1,1500,1500,81142,1,2,1000,0,0,247,2,30,1000,0,0,-57.0,3.0,18.0,0.0,939.0,61.0,1000,0,0,25,25,0,50,6,1,2,2,0,1,6,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,261,29.0,9.0,19.0,1,0,0,2,70,360,1,4,5,5,1,30,1180,33703,34913,1,291,0.0333333333333333,0.0245762711864406,0.0077441177343263,432,1.4845360824742269,1,1,1,1,1,1,1,1
advantage endgame master short,h8g8 g3g8 f8g8 c5d6,5kr1/pp1b1p2/4p2p/2KpP2B/5P2/P5R1/7P/8 w - -,1300,78,1,315,377,264244,1,35,1000,0,0,-175,2,18,0,8,992,-176.0,3.0,25.0,0.0,7.0,993.0,1000,0,0,12,14,-2,26,4,0,1,1,0,1,6,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,5,1,1,1,1,1,2,1,26,517,11451,11994,3,3,0.0384615384615384,0.0019342359767891,8.732861758798358e-05,7,2.333333333333333,0,0,1,1,1,1,1,1
advantage attraction exposedKing long middlegame,g1f2 f8c5 d2e3 c5e3 f2e3 h4g3,rn2kbnr/pp6/2p2p2/4P3/4P1pq/2N3N1/PPPB1KB1/R2Q1R2 b kq -,1086,78,-1,335,372,254020,1,39,1000,0,0,-235,2,18,0,1,999,-313.0,3.0,21.0,0.0,0.0,1000.0,1000,0,0,36,33,3,69,5,2,2,2,1,1,5,2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,3,1,2,1,1,1,1,1,33,1107,36135,37275,3,3,0.0303030303030303,0.000903342366757,2.767400027674e-05,6,2.0,1,1,1,1,1,1,1,1
crushing discoveredAttack endgame short,e1d1 d3f4 e3f4 d5d1,8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/3R4 b - -,1091,77,-1,464,491,293049,1,36,1000,0,0,22,2,18,6,994,0,14.0,3.0,26.0,4.0,995.0,1.0,1000,0,0,15,15,0,30,4,1,1,1,0,1,4,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.0,1.0,1.5,1,0,2,2,2,8,1,2,1,4,1,35,1133,35690,36858,3,5,0.0285714285714285,0.0017652250661959,5.6038105912020176e-05,12,2.4,0,0,1,1,1,1,1,1
advantage endgame intermezzo long,c4d5 e1e8 g8f7 f3d5 d8d5 e8c8,2rr2k1/p5p1/1p5p/2pq1p1P/8/P4QR1/5PP1/4R1K1 w - -,1736,75,1,443,453,43694,1,21,1000,0,0,39,2,30,20,980,0,-127.0,3.0,24.0,0.0,150.0,850.0,1000,0,0,23,25,-2,48,4,0,0,2,1,1,6,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3.0,1.0,2.0,1,0,3,7,3,8,1,2,2,3,1,32,1041,35395,36468,4,7,0.03125,0.0028818443804034,8.475773414324057e-05,18,2.571428571428572,1,1,1,1,1,1,1,1
advantage defensiveMove endgame short,d1e1 g6e7 e1e4 f8e8,3r1k2/2p1R3/p2p2n1/1p6/1P1P2Q1/7P/5qPK/4R3 b - -,2091,79,-1,191,189,290245,1,45,997,3,0,-432,2,29,0,0,1000,-615.0,3.0,32.0,0.0,0.0,1000.0,1000,0,0,23,21,2,44,4,0,0,2,1,1,4,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,2,1,33,1171,32692,33896,3,3,0.0303030303030303,0.0008539709649871,3.0588523186100575e-05,5,1.6666666666666667,0,1,0,1,1,1,1,1
advantage endgame fork short,g3g4 d5f6 g8g7 f6g4,3r2k1/1B3p1p/6p1/3N4/3p2r1/8/5KP1/3R4 w - -,962,78,1,384,391,603495,1,33,1000,0,0,-74,2,18,0,843,157,-100.0,3.0,16.0,0.0,494.0,506.0,1000,0,0,12,14,-2,26,1,1,1,1,0,1,4,0,0,2,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3.0,1.0,2.0,1,0,3,2,3,6,1,1,1,2,1,28,601,15508,16137,4,7,0.0357142857142857,0.0049916805324459,0.0001934485426876,11,1.5714285714285714,0,1,1,1,1,1,1,1
kingsideAttack mate mateIn1 middlegame oneMove,f2h2 g3h2,2k4r/pp3pp1/4pn2/2np2p1/8/1B1P1Pq1/PPPN3R/R2Q3K b - -,765,97,-1,-1500,-1500,40751,1,2,1000,0,0,-1500,2,2,1000,0,0,-196.0,3.0,19.0,0.0,3.0,997.0,1000,0,0,30,27,3,57,5,1,1,2,1,1,7,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,1178,53133,54360,0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,1,0,0,1
kingsideAttack mate mateIn1 middlegame oneMove,c8b7 e4h7,r2q1rk1/1b3ppp/p2p1b2/1p1Pn3/1P2Q3/P1NB3P/1B3PP1/R4RK1 w - -,487,89,1,1500,1500,68157,1,2,1000,0,0,33,2,24,34,965,1,7.0,3.0,18.0,10.0,985.0,5.0,1000,0,0,34,34,0,68,6,1,2,2,1,1,6,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,1272,52341,53655,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
crushing endgame pawnEndgame short,e4e5 g6g5 d4e4 g5h4,8/8/1p2k1p1/4P2p/P2K1p1P/5P2/8/8 b - -,1610,74,-1,315,470,875035,1,62,1000,0,0,-529,2,38,0,0,1000,-530.0,3.0,40.0,0.0,0.0,1000.0,1000,0,0,4,4,0,8,4,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,6,39,283,328,3,3,0.1666666666666666,0.0256410256410256,0.0035335689045936,3,1.0,1,1,1,1,1,1,1,1
kingsideAttack mate mateIn1 middlegame oneMove,c3d4 e4g2,b4b1r/3k1ppp/p2p4/1p2p3/3Pq3/N3B3/PP3PPP/R2Q1RK1 b - -,1060,105,-1,-1500,-1500,63552,1,2,1000,0,0,-87,2,23,0,677,323,-117.0,3.0,34.0,0.0,272.0,728.0,1000,0,0,31,27,4,58,6,1,1,2,1,1,7,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,1237,44079,45353,0,0,0.0,0.0,0.0,0,0.0,1,1,1,1,1,1,1,1
backRankMate endgame mate mateIn2 rookEndgame short,b3b4 c2c1 b1c1 c5c1,1R6/6kp/3p1pp1/2r1p3/PP6/8/2r2PPP/1R4K1 b - -,570,98,-1,-1500,-1500,58777,1,4,1000,0,0,72,2,17,140,860,0,51.0,3.0,25.0,41.0,959.0,0.0,1000,0,0,15,15,0,30,5,0,0,2,0,1,5,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0.0,0.5,1,1,0,1,1,0,1,1,0,1,0,24,629,15256,15909,2,2,0.0416666666666666,0.0015898251192368,0.0,2,1.0,1,1,1,1,1,1,1,1
bishopEndgame crushing deflection endgame long master skewer,e3f2 g5g4 f3e3 e5d4 e3d3 d4f2,8/5k2/7p/p1P1bPpP/Pp2P3/1P1p1K2/5B2/8 b - -,2368,77,-1,358,405,233486,1,45,1000,0,0,-151,2,21,0,32,968,-186.0,3.0,26.0,0.0,3.0,997.0,1000,0,0,9,8,1,17,6,0,1,0,0,1,5,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,3,1,21,241,3944,4206,3,3,0.0476190476190476,0.0041493775933609,0.0002535496957403,3,1.0,0,1,1,1,1,1,1,1
crushing deflection endgame master short,h7h6 c5e6 f8e7 e6g7,5k2/6p1/p1b3Pp/2N2P1r/p7/8/1KP5/5R2 w - -,1383,77,1,548,563,277390,1,32,1000,0,0,21,2,27,6,994,0,3.0,3.0,21.0,2.0,997.0,1.0,1000,0,0,11,12,-1,23,3,1,0,1,0,1,4,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1,1,1,2,1,2,1,1,1,3,1,27,526,12743,13296,3,3,0.037037037037037,0.0019011406844106,7.847445656438829e-05,5,1.6666666666666667,0,1,1,1,1,1,1,1
advantage middlegame short trappedPiece,e7a3 c1b1 b2b3 b1b3,5rk1/5ppp/4b3/1p1pPpPP/2pP4/b1P5/rqNQKP2/2RRN3 w - -,1693,75,1,241,258,182808,1,27,1000,0,0,1,2,24,4,992,4,-3.0,3.0,24.0,4.0,991.0,5.0,1000,0,0,31,32,-1,63,6,2,0,2,1,1,7,0,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3.0,1.3333333333333333,2.1666666666666665,1,0,2,1,10,6,1,3,2,4,1,19,474,9821,10314,3,8,0.0526315789473684,0.0063291139240506,0.000407290499949,17,2.125,0,1,1,1,1,1,1,1
